DR_ENID_EUPX_20170301_2.csv;;;;;;;;;;;;;;;
kOSD;ENID;;;;;;;;;;;;;;
kSE;EUPX;;;;;;;;;;;;;;
DCW;2017-03-01 10:44:38;;;;;;;;;;;;;;
NR;1;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
PPE;Nr licznika;Kod OT;Taryfa;Strefa;Data od;Data do;Wskazanie poprzednie;Wskazanie biezace;Zuzycie brutto[kWh];Straty[kWh];Mnozna;Wersja danych;Status Odczytu;Status Rozliczenia;Rodzaj Odczytu
ENID_4081037155;97612691;0;C12A;3;2017-01-26;2017-02-18;3183,03;3286,135;4124,194;0;40;1;S;F;R
ENID_4081037155;97612691;0;C12A;3;2017-02-20;2017-02-25;;3310,88;989,806;0;40;1;S;F;R
ENID_4081037156;97612695;0;C12A;2;;2017-01-06;;5000,06;;;20;1;S;F;N
ENID_4081037156;97612695;0;C12A;2;2017-01-06;2017-01-25;5000,06;5078,26;1563,871;0;20;1;S;F;R
ENID_4081037156;97612695;0;C12A;2;2017-01-26;2017-02-18;5078,26;5180,72;2049,194;0;20;1;S;F;R
ENID_4081037156;97612695;0;C12A;2;2017-02-20;2017-02-25;;5205,31;491,806;0;20;1;S;F;R
ENID_4081037156;97612695;0;C12A;3;;2017-01-06;;4111,741;;;20;1;S;F;N
ENID_4081037156;97612695;0;C12A;3;2017-01-06;2017-01-25;4111,741;4285,56;3476,129;0;20;1;S;F;R
ENID_4081037156;97612695;0;C12A;3;2017-01-26;2017-02-18;4285,56;4505,866;4406,452;0;20;1;S;F;R
ENID_4081037156;97612695;0;C12A;3;2017-02-20;2017-02-25;;4558,74;1057,548;0;20;1;S;F;R
ENID_4081037160;97612696;0;C12A;2;;2017-01-06;;6305,707;;;40;1;S;F;N
ENID_4081037160;97612696;0;C12A;2;2017-01-06;2017-01-25;6305,707;6361,23;2220,645;0;40;1;S;F;R
ENID_4081037160;97612696;0;C12A;2;2017-01-26;2017-02-18;6361,23;6424,246;2520,968;0;40;1;S;O;R
ENID_4081037160;97612696;0;C12A;2;2017-02-20;2017-02-25;;6439,37;605,032;0;40;1;S;O;R
ENID_4081037160;97612696;0;C12A;3;;2017-01-06;;4030,473;;;40;1;S;F;N
ENID_4081037160;97612696;0;C12A;3;2017-01-06;2017-01-25;4030,473;4138,35;4314,839;0;40;1;S;F;R
ENID_4081037160;97612696;0;C12A;3;2017-01-26;2017-02-18;4138,35;4256,423;4723,387;0;40;1;S;O;R
ENID_4081037160;97612696;0;C12A;3;2017-02-20;2017-02-25;;4284,76;1133,613;0;40;1;S;O;R
ENID_4081037161;97612693;0;C12A;2;;2017-01-06;;4472,187;;;40;1;S;F;N
ENID_4081037161;97612693;0;C12A;2;2017-01-06;2017-01-25;4472,187;4511;1552,258;0;40;1;S;F;R
ENID_4081037161;97612693;0;C12A;3;;2017-01-06;;4197,526;;;40;1;S;F;N
ENID_4081037161;97612693;0;C12A;3;2017-01-06;2017-01-25;4197,526;4294,21;3867,097;0;40;1;S;F;R
ENID_4081064807;62230628;0;C11;1;;2017-01-06;;84567;;;1;1;S;F;N
ENID_4081064807;62230628;0;C11;1;2017-01-06;2017-01-13;84567;85059;492;0;1;1;S;F;R
